sep=,
Country Name,Country Code,Series Name,Series Code,2010,2014
High income,HIC,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,101.110.481.262.207,106.449.928.283.691
High income,HIC,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.639.381.408.691,102.573.516.845.703
High income,HIC,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,10.194.896.697.998,102.154.891.967.773
High income,HIC,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,813.718.490.600.586,81.379.280.090.332
High income,HIC,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,650.888.977.050.781,664.729.232.788.086
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,390.079.882.950.372,4.241.167.152.957
High income,HIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,231.938.772.646.868,137.657.192.792.393
High income,HIC,Population* female (% of total),SP.POP.TOTL.FE.ZS,504.161.343.527.729,503.247.561.888.766
High income,HIC,Population* total,SP.POP.TOTL,1154477199,1180597445
Honduras,HND,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,799.933.929.443.359,737.329.406.738.281
Honduras,HND,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,654.745.101.928.711,631.881.790.161.133
Honduras,HND,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,116.832.832.336.426,110.227.241.516.113
Honduras,HND,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,116.323.600.769.043,10.803.231.048.584
Honduras,HND,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,220.073.108.673.096,243.899.097.442.627
Honduras,HND,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,193.170.108.795.166,180.408.096.313.477
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,209.620.294.862.728,2.434.280.046.303
Honduras,HND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,20.615.581.701.378,162.703.528.136.325
Honduras,HND,Population* female (% of total),SP.POP.TOTL.FE.ZS,500.114.007.762.656,500.171.571.829.061
Honduras,HND,Population* total,SP.POP.TOTL,7503875,7961680
Hong Kong SAR* China,HKG,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,876.167.373.657.227,986.148.910.522.461
Hong Kong SAR* China,HKG,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,884.027.633.666.992,102.534.957.885.742
Hong Kong SAR* China,HKG,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,111.657.669.067.383
Hong Kong SAR* China,HKG,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,110.348.838.806.152
Hong Kong SAR* China,HKG,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,581.133.499.145.508,737.638.168.334.961
Hong Kong SAR* China,HKG,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,588.728.408.813.477,640.066.375.732.422
Hong Kong SAR* China,HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,32.549.998.231.121,402.154.896.458.262
Hong Kong SAR* China,HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,598.644.000.756.272,191.341.921.879.862
Hong Kong SAR* China,HKG,Population* female (% of total),SP.POP.TOTL.FE.ZS,530.886.943.292.196,530.791.965.372.556
Hong Kong SAR* China,HKG,Population* total,SP.POP.TOTL,7024200,7241700
Hungary,HUN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,991.155.700.683.594,10.710.668.182.373
Hungary,HUN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,100.715.232.849.121,106.868.072.509.766
Hungary,HUN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.560.661.315.918,102.078.338.623.047
Hungary,HUN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,101.578.071.594.238,100.914.886.474.609
Hungary,HUN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,696.708.908.081.055,600.327.186.584.473
Hungary,HUN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,514.441.719.055.176,466.344.299.316.406
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,130.257.947.978.134,141.179.766.762.093
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.904899695149439,432.798.041.964.647
Hungary,HUN,Population* female (% of total),SP.POP.TOTL.FE.ZS,525.008.954.397.031,524.242.886.929.018
Hungary,HUN,Population* total,SP.POP.TOTL,10000023,9866468
IBRD only,IBD,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,764.238.815.307.617,832.976.226.806.641
IBRD only,IBD,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,771.726.226.806.641,816.880.111.694.336
IBRD only,IBD,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,109.821.807.861.328,106.282.577.514.648
IBRD only,IBD,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,109.082.046.508.789,108.594.886.779.785
IBRD only,IBD,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,295.091.991.424.561,38.954.948.425.293
IBRD only,IBD,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,277.006.206.512.451,34.574.878.692.627
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,458.009.131.385.857,597.965.443.230.179
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,645.565.691.047.601,31.076.282.401.328
IBRD only,IBD,Population* female (% of total),SP.POP.TOTL.FE.ZS,492.566.364.994.751,492.549.310.656.558
IBRD only,IBD,Population* total,SP.POP.TOTL,4305816336,4480656590
Iceland,ISL,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,110.353.500.366.211,..
Iceland,ISL,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,10.827.693.939.209,..
Iceland,ISL,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,983.731.307.983.398,..
Iceland,ISL,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,990.147.399.902.344,..
Iceland,ISL,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,10.131.812.286.377,..
Iceland,ISL,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,562.297.592.163.086,..
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,416.200.674.537.296,520.367.318.144.531
Iceland,ISL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-34.498.297.198.936,0.700112085068369
Iceland,ISL,Population* female (% of total),SP.POP.TOTL.FE.ZS,496.959.521.069.544,498.784.057.094.324
Iceland,ISL,Population* total,SP.POP.TOTL,318041,327386
IDA & IBRD total,IBT,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,656.567.306.518.555,705.356.903.076.172
IDA & IBRD total,IBT,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,684.474.411.010.742,717.444.915.771.484
IDA & IBRD total,IBT,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.175.582.885.742,105.317.176.818.848
IDA & IBRD total,IBT,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,104.071.517.944.336,104.380.729.675.293
IDA & IBRD total,IBT,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,240.053.005.218.506,304.959.201.812.744
IDA & IBRD total,IBT,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,235.338.401.794.434,283.676.795.959.473
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,368.560.828.886.243,477.681.728.764.126
IDA & IBRD total,IBT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,602.240.475.142.624,289.832.765.455.975
IDA & IBRD total,IBT,Population* female (% of total),SP.POP.TOTL.FE.ZS,494.193.672.764.016,494.181.930.178.397
IDA & IBRD total,IBT,Population* total,SP.POP.TOTL,5793949021,6104461024
IDA blend,IDB,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,462.940.292.358.398,484.829.483.032.227
IDA blend,IDB,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,52.170.108.795.166,544.538.116.455.078
IDA blend,IDB,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,982.090.225.219.727,982.613.906.860.352
IDA blend,IDB,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,889.028.167.724.609,897.302.017.211.914
IDA blend,IDB,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,11.806.619.644.165,142.944.803.237.915
IDA blend,IDB,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,130.863.800.048.828,149.582.901.000.977
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,16.106.644.194.748,222.848.015.185.077
IDA blend,IDB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,392.037.509.792.138,374.675.023.968.277
IDA blend,IDB,Population* female (% of total),SP.POP.TOTL.FE.ZS,495.063.080.457.322,494.875.160.768.333
IDA blend,IDB,Population* total,SP.POP.TOTL,528772010,573991143
IDA only,IDX,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,387.013.893.127.441,429.425.506.591.797
IDA only,IDX,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,452.388.114.929.199,485.202.484.130.859
IDA only,IDX,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,103.959.762.573.242,10.607.169.342.041
IDA only,IDX,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,978.264.923.095.703,10.066.007.232.666
IDA only,IDX,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,680.445.003.509.521,777.315.998.077.393
IDA only,IDX,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,102.968.597.412.109,112.111.196.517.944
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,812.061.916.761.622,103.290.234.229.655
IDA only,IDX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,379.655.525.615.638,315.446.545.608.064
IDA only,IDX,Population* female (% of total),SP.POP.TOTL.FE.ZS,501.018.553.158.036,500.782.712.265.752
IDA only,IDX,Population* total,SP.POP.TOTL,959360675,1049813291
IDA total,IDA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,414.456.405.639.648,448.508.682.250.977
IDA total,IDA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,477.937.812.805.176,506.073.417.663.574
IDA total,IDA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.136.390.686.035,103.585.189.819.336
IDA total,IDA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,950.564.193.725.586,972.567.825.317.383
IDA total,IDA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,864.151.954.650.879,100.937.099.456.787
IDA total,IDA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,11.343.939.781.189,125.724.296.569.824
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,109.942.137.117.154,146.254.236.773.028
IDA total,IDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,382.148.238.744.745,343.641.727.143.273
IDA total,IDA,Population* female (% of total),SP.POP.TOTL.FE.ZS,498.902.514.853.701,498.692.234.585.792
IDA total,IDA,Population* total,SP.POP.TOTL,1488132685,1623804434
India,IND,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,608.532.295.227.051,..
India,IND,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,654.919.815.063.477,..
India,IND,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,108.133.361.816.406,..
India,IND,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,110.355.056.762.695,..
India,IND,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,149.680.700.302.124,..
India,IND,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,206.138.305.664.063,..
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,13.457.213.825.728,157.681.766.887.286
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,87.549.697.871.742,593.592.005.150.938
India,IND,Population* female (% of total),SP.POP.TOTL.FE.ZS,481.427.460.763.552,481.609.277.364.054
India,IND,Population* total,SP.POP.TOTL,1230984504,1295291543
Indonesia,IDN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,767.878.265.380.859,821.618.499.755.859
Indonesia,IDN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,763.013.076.782.227,827.605.667.114.258
Indonesia,IDN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,106.879.852.294.922,106.947.189.331.055
Indonesia,IDN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,110.528.373.718.262,104.459.930.419.922
Indonesia,IDN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,225.580.406.188.965,32.815.731.048.584
Indonesia,IDN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,258.450.908.660.889,294.259.605.407.715
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,312.521.994.505.825,349.958.873.476.515
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,483.987.080.287.174,370.868.941.163.597
Indonesia,IDN,Population* female (% of total),SP.POP.TOTL.FE.ZS,495.999.720.644.316,496.315.612.513.277
Indonesia,IDN,Population* total,SP.POP.TOTL,241613126,254454778
Iran* Islamic Rep.,IRN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,81.116.943.359.375,879.024.200.439.453
Iran* Islamic Rep.,IRN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,82.737.548.828.125,88.868.278.503.418
Iran* Islamic Rep.,IRN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,106.233.856.201.172,106.865.859.985.352
Iran* Islamic Rep.,IRN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,105.265.151.977.539,111.595.672.607.422
Iran* Islamic Rep.,IRN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,423.474.197.387.695,636.431.617.736.816
Iran* Islamic Rep.,IRN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,428.612.785.339.355,681.794.662.475.586
Iran* Islamic Rep.,IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,629.991.873.790.671,544.287.477.076.039
Iran* Islamic Rep.,IRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,531.086.062.880.863,301.981.902.655.648
Iran* Islamic Rep.,IRN,Population* female (% of total),SP.POP.TOTL.FE.ZS,494.395.897.678.615,496.227.293.930.649
Iran* Islamic Rep.,IRN,Population* total,SP.POP.TOTL,74253373,78143644
Iraq,IRQ,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Iraq,IRQ,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Iraq,IRQ,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Iraq,IRQ,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Iraq,IRQ,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Iraq,IRQ,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,448.736.628.937.513,64.845.293.366.572
Iraq,IRQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,33.088.056.060.792,-324.728.810.270.933
Iraq,IRQ,Population* female (% of total),SP.POP.TOTL.FE.ZS,494.373.522.020.557,4.939.321.656.189
Iraq,IRQ,Population* total,SP.POP.TOTL,30868156,35273293
Ireland,IRL,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,126.221.153.259.277,..
Ireland,IRL,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,120.834.228.515.625,..
Ireland,IRL,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,106.625.732.421.875,..
Ireland,IRL,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,106.961.761.474.609,..
Ireland,IRL,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,665.444.488.525.391,..
Ireland,IRL,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,596.141.891.479.492,..
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,485.414.776.442.369,555.033.272.623.334
Ireland,IRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,147.909.713.943.517,801.766.217.405.368
Ireland,IRL,Population* female (% of total),SP.POP.TOTL.FE.ZS,501.670.444.459.942,50.106.734.223.655
Ireland,IRL,Population* total,SP.POP.TOTL,4560155,4617225
Isle of Man,IMY,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Isle of Man,IMY,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Isle of Man,IMY,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Isle of Man,IMY,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Isle of Man,IMY,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Isle of Man,IMY,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Isle of Man,IMY,GDP per capita (current US$),NY.GDP.PCAP.CD,642.750.124.401.678,852.580.761.591
Isle of Man,IMY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,840.512.228.045.658,422.948.760.740.429
Isle of Man,IMY,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
Isle of Man,IMY,Population* total,SP.POP.TOTL,84327,87127
Israel,ISR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,103.306.343.078.613,102.664.321.899.414
Israel,ISR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,100.870.338.439.941,101.105.400.085.449
Israel,ISR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,104.028.030.395.508,103.988.159.179.688
Israel,ISR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,104.481.101.989.746,104.374.801.635.742
Israel,ISR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,761.696.090.698.242
Israel,ISR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,566.776.390.075.684
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,306.619.900.386.465,375.828.462.414.114
Israel,ISR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,360.698.710.301.178,120.167.211.198.957
Israel,ISR,Population* female (% of total),SP.POP.TOTL.FE.ZS,506.091.342.100.554,504.556.404.995.136
Israel,ISR,Population* total,SP.POP.TOTL,7623600,8215700
Italy,ITA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,10.148.885.345.459,..
Italy,ITA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,102.897.796.630.859,..
Italy,ITA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.662.147.521.973,..
Italy,ITA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,101.595.336.914.063,..
Italy,ITA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,781.474.533.081.055,..
Italy,ITA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,548.149.909.973.145,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,358.515.080.738.451,353.651.041.218.615
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,13.742.250.063.838,-0.822252156642477
Italy,ITA,Population* female (% of total),SP.POP.TOTL.FE.ZS,514.385.101.015.377,514.035.728.543.672
Italy,ITA,Population* total,SP.POP.TOTL,59277417,60789140
Jamaica,JAM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,965.908.279.418.945,715.324.630.737.305
Jamaica,JAM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,89.227.912.902.832,662.653.884.887.695
Jamaica,JAM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Jamaica,JAM,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Jamaica,JAM,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,383.055.801.391.602,..
Jamaica,JAM,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,166.047.897.338.867,..
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,490.267.269.174.762,51.083.570.381.199
Jamaica,JAM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-181.458.568.428.845,0.47680227066445
Jamaica,JAM,Population* female (% of total),SP.POP.TOTL.FE.ZS,503.072.135.260.773,502.100.204.038.298
Jamaica,JAM,Population* total,SP.POP.TOTL,2690824,2720554
Japan,JPN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,101.696.029.663.086,..
Japan,JPN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,101.527.000.427.246,..
Japan,JPN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.225.601.196.289,..
Japan,JPN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,102.158.477.783.203,..
